"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
promis_painin35_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin35_qposition] <> ''",,,,,,
promis_painin35_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin35_qposition] <> ''",,,,,,
promis_painin36,pastor_section_2_of_11,PAININ36,radio,"In the past 7 days
how much did pain interfere with your enjoyment of social activities?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_painin36_qposition] <> ''",,,,,,
promis_painin36_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin36_qposition] <> ''",,,,,,
promis_painin36_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin36_qposition] <> ''",,,,,,
promis_painin36_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin36_qposition] <> ''",,,,,,
promis_painin37,pastor_section_2_of_11,PAININ37,radio,"In the past 7 days
How often did pain make you feel anxious?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin37_qposition] <> ''",,,,,,
promis_painin37_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin37_qposition] <> ''",,,,,,
promis_painin37_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin37_qposition] <> ''",,,,,,
promis_painin37_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin37_qposition] <> ''",,,,,,
promis_painin38,pastor_section_2_of_11,PAININ38,radio,"In the past 7 days
How often did you avoid social activities because it might make you hurt more?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin38_qposition] <> ''",,,,,,
promis_painin38_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin38_qposition] <> ''",,,,,,
promis_painin38_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin38_qposition] <> ''",,,,,,
promis_painin38_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin38_qposition] <> ''",,,,,,
promis_painin40,pastor_section_2_of_11,PAININ40,radio,"In the past 7 days
How often did pain prevent you from walking more than 1 mile?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin40_qposition] <> ''",,,,,,
promis_painin40_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin40_qposition] <> ''",,,,,,
promis_painin40_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin40_qposition] <> ''",,,,,,
promis_painin40_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin40_qposition] <> ''",,,,,,
promis_painin42,pastor_section_2_of_11,PAININ42,radio,"In the past 7 days
How often did pain prevent you from standing for more than one hour?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin42_qposition] <> ''",,,,,,
promis_painin42_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin42_qposition] <> ''",,,,,,
promis_painin42_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin42_qposition] <> ''",,,,,,
promis_painin42_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin42_qposition] <> ''",,,,,,
promis_painin46,pastor_section_2_of_11,PAININ46,radio,"In the past 7 days
How often did pain make it difficult for you to plan social activities?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin46_qposition] <> ''",,,,,,
promis_painin46_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin46_qposition] <> ''",,,,,,
promis_painin46_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin46_qposition] <> ''",,,,,,
promis_painin46_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin46_qposition] <> ''",,,,,,
promis_painin47,pastor_section_2_of_11,PAININ47,radio,"In the past 7 days
How often did pain prevent you from standing for more than 30 minutes?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin47_qposition] <> ''",,,,,,
promis_painin47_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin47_qposition] <> ''",,,,,,
promis_painin47_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin47_qposition] <> ''",,,,,,
promis_painin47_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin47_qposition] <> ''",,,,,,
promis_painin48,pastor_section_2_of_11,PAININ48,radio,"In the past 7 days
How much did pain interfere with your ability to do household chores?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_painin48_qposition] <> ''",,,,,,
promis_painin48_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin48_qposition] <> ''",,,,,,
promis_painin48_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin48_qposition] <> ''",,,,,,
promis_painin48_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin48_qposition] <> ''",,,,,,
promis_painin49,pastor_section_2_of_11,PAININ49,radio,"In the past 7 days
How much did pain interfere with your ability to remember things?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_painin49_qposition] <> ''",,,,,,
promis_painin49_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin49_qposition] <> ''",,,,,,
promis_painin49_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin49_qposition] <> ''",,,,,,
promis_painin49_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin49_qposition] <> ''",,,,,,
promis_painin50,pastor_section_2_of_11,PAININ50,radio,"In the past 7 days
How often did pain prevent you from sitting for more than 30 minutes?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin50_qposition] <> ''",,,,,,
promis_painin50_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin50_qposition] <> ''",,,,,,
promis_painin50_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin50_qposition] <> ''",,,,,,
promis_painin50_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin50_qposition] <> ''",,,,,,
promis_painin51,pastor_section_2_of_11,PAININ51,radio,"In the past 7 days
How often did pain prevent you from sitting for more than 10 minutes?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin51_qposition] <> ''",,,,,,
promis_painin51_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin51_qposition] <> ''",,,,,,
promis_painin51_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin51_qposition] <> ''",,,,,,
promis_painin51_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin51_qposition] <> ''",,,,,,
promis_painin52,pastor_section_2_of_11,PAININ52,radio,"In the past 7 days
How often was it hard to plan social activities because you didn't know if you would be in pain?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin52_qposition] <> ''",,,,,,
promis_painin52_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin52_qposition] <> ''",,,,,,
promis_painin52_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin52_qposition] <> ''",,,,,,
promis_painin52_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin52_qposition] <> ''",,,,,,
promis_painin53,pastor_section_2_of_11,PAININ53,radio,"In the past 7 days
How often did pain restrict your social life to your home?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin53_qposition] <> ''",,,,,,
promis_painin53_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin53_qposition] <> ''",,,,,,
promis_painin53_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin53_qposition] <> ''",,,,,,
promis_painin53_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin53_qposition] <> ''",,,,,,
promis_painin54,pastor_section_2_of_11,PAININ54,radio,"In the past 7 days
How often did pain keep you from getting into a standing position?","1, Never | 2, Once a week or less | 3, Once every few days | 4, Once a day | 5, Every few hours",,,,,,"[promis_painin54_qposition] <> ''",,,,,,
promis_painin54_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin54_qposition] <> ''",,,,,,
promis_painin54_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin54_qposition] <> ''",,,,,,
promis_painin54_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin54_qposition] <> ''",,,,,,
promis_painin55,pastor_section_2_of_11,PAININ55,radio,"In the past 7 days
How often did pain prevent you from sitting for more than one hour?","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Always",,,,,,"[promis_painin55_qposition] <> ''",,,,,,
promis_painin55_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin55_qposition] <> ''",,,,,,
promis_painin55_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin55_qposition] <> ''",,,,,,
promis_painin55_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin55_qposition] <> ''",,,,,,
promis_painin56,pastor_section_2_of_11,PAININ56,radio,"In the past 7 days
How irritable did you feel because of pain?","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_painin56_qposition] <> ''",,,,,,
promis_painin56_tscore,pastor_section_2_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_painin56_qposition] <> ''",,,,,,
promis_painin56_stderror,pastor_section_2_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_painin56_qposition] <> ''",,,,,,
promis_painin56_qposition,pastor_section_2_of_11,,text,"Question Position",,,integer,,,,"[promis_painin56_qposition] <> ''",,,,,,
promis_tscore_5b374c,pastor_section_3_of_11,"FINAL RESULTS",text,T-score,,,number,,,,"[promis_tscore_5b374c] <> ''",,,,,,
promis_std_error_9a812e,pastor_section_3_of_11,,text,"Standard Error",,,number,,,,"[promis_std_error_9a812e] <> ''",,,,,,
promis_pfa1,pastor_section_3_of_11,PFA1,radio,"Does your health now limit you in doing vigorous activities, such as running, lifting heavy objects, participating in strenuous sports?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfa1_qposition] <> ''",,,,,,
promis_pfa1_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa1_qposition] <> ''",,,,,,
promis_pfa1_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa1_qposition] <> ''",,,,,,
promis_pfa1_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa1_qposition] <> ''",,,,,,
promis_pfa3,pastor_section_3_of_11,PFA3,radio,"Does your health now limit you in bending, kneeling, or stooping?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfa3_qposition] <> ''",,,,,,
promis_pfa3_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa3_qposition] <> ''",,,,,,
promis_pfa3_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa3_qposition] <> ''",,,,,,
promis_pfa3_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa3_qposition] <> ''",,,,,,
promis_pfa4,pastor_section_3_of_11,PFA4,radio,"Does your health now limit you in doing heavy work around the house like scrubbing floors, or lifting or moving heavy furniture?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfa4_qposition] <> ''",,,,,,
promis_pfa4_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa4_qposition] <> ''",,,,,,
promis_pfa4_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa4_qposition] <> ''",,,,,,
promis_pfa4_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa4_qposition] <> ''",,,,,,
promis_pfa5,pastor_section_3_of_11,PFA5,radio,"Does your health now limit you in lifting or carrying groceries?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfa5_qposition] <> ''",,,,,,
promis_pfa5_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa5_qposition] <> ''",,,,,,
promis_pfa5_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa5_qposition] <> ''",,,,,,
promis_pfa5_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa5_qposition] <> ''",,,,,,
promis_pfa6,pastor_section_3_of_11,PFA6,radio,"Does your health now limit you in bathing or dressing yourself?","1, Not at all | 2, Very little | 3, Somewhat | 4, Quite a lot | 5, Cannot do",,,,,,"[promis_pfa6_qposition] <> ''",,,,,,
promis_pfa6_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa6_qposition] <> ''",,,,,,
promis_pfa6_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa6_qposition] <> ''",,,,,,
promis_pfa6_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa6_qposition] <> ''",,,,,,
promis_pfa8,pastor_section_3_of_11,PFA8,radio,"Are you able to move a chair from one room to another?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfa8_qposition] <> ''",,,,,,
promis_pfa8_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa8_qposition] <> ''",,,,,,
promis_pfa8_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa8_qposition] <> ''",,,,,,
promis_pfa8_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa8_qposition] <> ''",,,,,,
promis_pfa9,pastor_section_3_of_11,PFA9,radio,"Are you able to bend down and pick up clothing from the floor?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfa9_qposition] <> ''",,,,,,
promis_pfa9_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa9_qposition] <> ''",,,,,,
promis_pfa9_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa9_qposition] <> ''",,,,,,
promis_pfa9_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa9_qposition] <> ''",,,,,,
promis_pfa10,pastor_section_3_of_11,PFA10,radio,"Are you able to stand for one hour?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfa10_qposition] <> ''",,,,,,
promis_pfa10_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa10_qposition] <> ''",,,,,,
promis_pfa10_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa10_qposition] <> ''",,,,,,
promis_pfa10_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa10_qposition] <> ''",,,,,,
promis_pfa11,pastor_section_3_of_11,PFA11,radio,"Are you able to do chores such as vacuuming or yard work?","1, Without any difficulty | 2, With a little difficulty | 3, With some difficulty | 4, With much difficulty | 5, Unable to do",,,,,,"[promis_pfa11_qposition] <> ''",,,,,,
promis_pfa11_tscore,pastor_section_3_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_pfa11_qposition] <> ''",,,,,,
promis_pfa11_stderror,pastor_section_3_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_pfa11_qposition] <> ''",,,,,,
promis_pfa11_qposition,pastor_section_3_of_11,,text,"Question Position",,,integer,,,,"[promis_pfa11_qposition] <> ''",,,,,,
